w,h,c,n,k,f_w,f_h,pad_w,pad_h,stride_w,stride_h,precision,fwd_time(usec),fwd_algo,pad_kernels
64,64,4,64,32,5,5,1,1,3,1,float,96,IMPLICIT_PRECOMP_GEMM,0.0
16,16,32,8,8,5,5,1,0,5,2,float,37,IMPLICIT_GEMM,0.0
256,256,16,1,64,3,3,1,0,3,2,float,65,IMPLICIT_GEMM,0.0
160,160,64,8,8,5,5,0,1,5,2,float,317,IMPLICIT_PRECOMP_GEMM,0.0
400,300,32,4,2,5,5,0,0,2,2,float,664,IMPLICIT_GEMM,0.0
240,240,2,8,16,3,3,0,0,1,1,float,140,IMPLICIT_PRECOMP_GEMM,0.0
48,32,64,2,1,3,3,0,0,3,5,float,63,GEMM,0.0
600,480,1,2,1,3,3,1,1,3,1,float,49,IMPLICIT_GEMM,0.0
160,160,1,4,4,3,3,1,1,1,5,float,10,IMPLICIT_GEMM,0.0
160,160,1,64,16,3,3,0,1,2,2,float,107,IMPLICIT_PRECOMP_GEMM,0.0
600,480,8,4,1,5,5,1,0,1,5,float,491,IMPLICIT_PRECOMP_GEMM,0.0
240,240,4,1,4,5,5,0,0,5,1,float,24,IMPLICIT_GEMM,0.0
320,320,64,1,32,5,5,1,1,1,5,float,439,IMPLICIT_PRECOMP_GEMM,0.0
240,64,8,4,16,3,3,0,1,1,5,float,19,IMPLICIT_GEMM,0.0
160,160,8,16,4,5,5,1,0,5,2,float,80,IMPLICIT_PRECOMP_GEMM,0.0
240,64,2,32,8,3,3,1,1,5,1,float,43,IMPLICIT_GEMM,0.0
240,240,32,2,32,5,5,0,0,2,5,float,149,IMPLICIT_PRECOMP_GEMM,0.0
320,320,1,2,1,3,3,1,0,5,5,float,9,IMPLICIT_GEMM,0.0
240,240,4,16,16,5,5,0,0,2,5,float,101,IMPLICIT_PRECOMP_GEMM,0.0
256,192,4,2,64,3,3,0,1,3,3,float,31,IMPLICIT_GEMM,0.0
40,30,2,1,4,3,3,0,0,2,2,float,7,IMPLICIT_GEMM,0.0
160,160,4,64,1,3,3,0,1,2,2,float,75,IMPLICIT_PRECOMP_GEMM,0.0
240,240,8,16,16,5,5,0,0,5,3,float,126,IMPLICIT_PRECOMP_GEMM,0.0
600,480,1,1,4,3,3,0,0,2,1,float,45,IMPLICIT_GEMM,0.0
96,96,64,8,4,3,3,0,1,2,5,float,121,IMPLICIT_GEMM,0.0
160,160,16,64,2,5,5,1,0,3,3,float,510,GEMM,0.0
400,300,1,4,64,5,5,1,1,1,3,float,158,IMPLICIT_PRECOMP_GEMM,0.0
48,32,32,32,16,5,5,1,1,2,1,float,241,IMPLICIT_PRECOMP_GEMM,0.0
640,480,2,64,1,5,5,1,0,5,2,float,1069,IMPLICIT_PRECOMP_GEMM,0.0
40,30,8,1,16,5,5,0,1,5,2,float,12,IMPLICIT_GEMM,0.0
600,480,32,64,64,3,3,1,0,3,2,float,14789,IMPLICIT_PRECOMP_GEMM,0.0
256,256,64,16,8,5,5,1,1,1,1,float,7286,WINOGRAD_NONFUSED,0.0
240,64,1,64,2,3,3,0,1,1,5,float,21,GEMM,0.0
320,320,1,64,8,5,5,1,1,1,1,float,2256,IMPLICIT_PRECOMP_GEMM,0.0
32,32,64,1,4,5,5,1,0,2,5,float,74,IMPLICIT_PRECOMP_GEMM,0.0
600,480,2,64,4,3,3,1,0,5,3,float,449,IMPLICIT_PRECOMP_GEMM,0.0
32,32,4,8,16,3,3,0,1,5,1,float,10,IMPLICIT_GEMM,0.0
320,320,8,8,1,5,5,1,0,5,3,float,118,IMPLICIT_PRECOMP_GEMM,0.0
640,480,1,16,4,5,5,1,1,3,2,float,300,GEMM,0.0
600,480,8,1,2,5,5,0,1,3,5,float,48,IMPLICIT_PRECOMP_GEMM,0.0
96,96,16,8,16,5,5,0,0,2,1,float,139,IMPLICIT_PRECOMP_GEMM,0.0
400,300,4,64,2,5,5,1,1,3,3,float,590,IMPLICIT_GEMM,0.0
64,64,32,32,16,3,3,0,0,5,5,float,59,IMPLICIT_PRECOMP_GEMM,0.0
600,480,64,64,1,5,5,1,0,1,5,float,23302,GEMM,0.0
48,32,2,64,1,3,3,1,0,2,2,float,12,IMPLICIT_GEMM,0.0
32,32,1,4,32,3,3,0,0,1,2,float,11,IMPLICIT_PRECOMP_GEMM,0.0
48,32,1,4,16,5,5,1,0,5,5,float,12,GEMM,0.0
48,32,8,64,32,3,3,0,1,3,1,float,36,IMPLICIT_PRECOMP_GEMM,0.0
48,32,8,4,2,3,3,0,1,3,5,float,10,IMPLICIT_GEMM,0.0
72,64,64,32,8,3,3,1,0,3,1,float,289,IMPLICIT_PRECOMP_GEMM,0.0
256,256,4,2,2,3,3,1,1,5,5,float,9,IMPLICIT_GEMM,0.0
96,96,16,4,64,3,3,1,1,5,2,float,27,IMPLICIT_GEMM,0.0
160,160,4,64,16,5,5,1,0,1,3,float,490,IMPLICIT_PRECOMP_GEMM,0.0
72,64,4,32,8,3,3,0,1,3,1,float,37,IMPLICIT_GEMM,0.0
40,30,2,8,16,3,3,0,1,3,1,float,10,IMPLICIT_GEMM,0.0
64,64,32,1,16,5,5,1,0,3,3,float,39,IMPLICIT_GEMM,0.0
400,300,64,4,8,3,3,0,0,2,1,float,1229,IMPLICIT_PRECOMP_GEMM,0.0
256,256,4,8,64,3,3,1,0,1,3,float,204,IMPLICIT_PRECOMP_GEMM,0.0
256,192,32,2,2,3,3,1,1,3,2,float,64,GEMM,0.0
96,96,8,32,16,3,3,1,1,1,2,float,110,IMPLICIT_PRECOMP_GEMM,0.0
256,256,1,64,16,5,5,0,1,2,5,float,162,IMPLICIT_PRECOMP_GEMM,0.0
16,16,2,2,2,5,5,1,1,3,1,float,6,IMPLICIT_GEMM,0.0
600,480,64,16,32,5,5,1,0,5,2,float,8277,IMPLICIT_PRECOMP_GEMM,0.0
40,30,32,16,64,3,3,1,1,2,2,float,40,IMPLICIT_PRECOMP_GEMM,0.0
240,240,2,16,2,3,3,1,1,5,3,float,23,IMPLICIT_GEMM,0.0
256,256,32,64,2,3,3,1,0,3,2,float,1977,IMPLICIT_PRECOMP_GEMM,0.0
160,160,1,64,32,3,3,1,1,3,2,float,131,IMPLICIT_PRECOMP_GEMM,0.0
600,480,16,32,32,5,5,1,1,5,2,float,3925,IMPLICIT_PRECOMP_GEMM,0.0
40,30,1,4,32,5,5,1,1,3,2,float,10,IMPLICIT_GEMM,0.0
320,320,1,4,16,3,3,1,1,5,1,float,32,IMPLICIT_GEMM,0.0
32,32,32,32,1,3,3,1,1,2,3,float,36,IMPLICIT_GEMM,0.0
640,480,4,2,16,5,5,0,0,2,3,float,104,IMPLICIT_PRECOMP_GEMM,0.0
640,480,32,32,1,3,3,1,0,3,1,float,4456,GEMM,0.0
320,320,1,1,1,3,3,0,0,2,5,float,7,GEMM,0.0
400,300,64,4,8,5,5,0,1,2,2,float,1894,IMPLICIT_PRECOMP_GEMM,0.0
240,240,2,16,64,3,3,0,0,1,1,float,807,IMPLICIT_PRECOMP_GEMM,0.0
16,16,64,2,1,3,3,1,1,1,5,float,69,IMPLICIT_GEMM,0.0
256,192,1,1,1,5,5,0,1,2,3,float,6,IMPLICIT_GEMM,0.0
600,480,8,2,32,3,3,1,0,5,5,float,47,IMPLICIT_GEMM,0.0
32,32,32,4,1,5,5,0,1,5,1,float,38,IMPLICIT_GEMM,0.0
240,64,8,32,4,5,5,0,0,5,1,float,174,IMPLICIT_PRECOMP_GEMM,0.0
240,240,64,1,4,3,3,1,0,2,3,float,109,IMPLICIT_GEMM,0.0
256,256,8,2,1,5,5,1,1,1,5,float,68,IMPLICIT_PRECOMP_GEMM,0.0
160,160,1,2,32,3,3,1,0,2,1,float,18,IMPLICIT_GEMM,0.0
240,240,64,1,8,3,3,1,0,3,2,float,109,IMPLICIT_PRECOMP_GEMM,0.0
256,256,16,1,64,5,5,0,0,2,2,float,127,IMPLICIT_PRECOMP_GEMM,0.0
256,256,8,8,4,3,3,0,0,5,2,float,66,IMPLICIT_GEMM,0.0
240,64,1,64,4,5,5,0,1,2,5,float,45,IMPLICIT_GEMM,0.0
160,160,2,1,64,3,3,1,1,3,3,float,15,IMPLICIT_GEMM,0.0
32,32,4,16,4,3,3,0,1,5,3,float,8,IMPLICIT_GEMM,0.0
600,480,32,4,8,3,3,1,1,5,3,float,388,IMPLICIT_GEMM,0.0
96,96,2,16,1,5,5,1,0,2,2,float,36,IMPLICIT_GEMM,0.0
72,64,8,16,32,5,5,1,1,1,1,float,148,IMPLICIT_PRECOMP_GEMM,0.0
72,64,16,4,32,3,3,0,1,3,5,float,12,IMPLICIT_GEMM,0.0
64,64,64,64,8,3,3,1,1,3,2,float,277,IMPLICIT_PRECOMP_GEMM,0.0
48,32,64,16,1,5,5,1,1,5,3,float,159,IMPLICIT_PRECOMP_GEMM,0.0
32,32,64,16,32,5,5,1,1,1,1,float,207,WINOGRAD_NONFUSED,0.0
48,32,4,1,1,5,5,1,1,3,5,float,14,IMPLICIT_GEMM,0.0
256,256,2,1,4,3,3,1,0,5,5,float,10,IMPLICIT_PRECOMP_GEMM,0.0
320,320,2,2,8,5,5,1,1,2,3,float,35,IMPLICIT_GEMM,0.0
240,64,64,2,2,3,3,0,1,1,1,float,105,WINOGRAD,0.0
600,480,16,1,1,5,5,1,1,3,1,float,358,IMPLICIT_PRECOMP_GEMM,0.0
256,256,1,32,1,3,3,0,1,2,3,float,28,GEMM,0.0
72,64,16,2,4,5,5,0,1,2,2,float,29,IMPLICIT_GEMM,0.0
40,30,1,2,16,3,3,0,1,2,2,float,12,GEMM,0.0
72,64,2,64,64,5,5,1,1,1,2,float,161,IMPLICIT_PRECOMP_GEMM,0.0
400,300,2,64,64,3,3,0,1,1,1,float,6248,IMPLICIT_PRECOMP_GEMM,0.0
48,32,8,4,8,3,3,1,1,3,5,float,10,IMPLICIT_GEMM,0.0
96,96,64,16,16,5,5,1,1,2,5,float,305,IMPLICIT_PRECOMP_GEMM,0.0
40,30,2,4,32,3,3,0,1,5,5,float,10,IMPLICIT_GEMM,0.0
240,240,4,32,4,3,3,1,0,3,3,float,99,IMPLICIT_GEMM,0.0
600,480,1,2,8,5,5,0,0,3,3,float,39,IMPLICIT_GEMM,0.0
240,240,1,1,1,3,3,1,0,1,1,float,17,IMPLICIT_GEMM,0.0
48,32,4,2,4,3,3,1,1,3,5,float,6,GEMM,0.0
640,480,2,2,1,5,5,1,1,5,5,float,26,IMPLICIT_GEMM,0.0
160,160,32,8,1,5,5,1,1,5,3,float,111,IMPLICIT_GEMM,0.0
256,256,2,4,1,3,3,0,0,3,2,float,7,GEMM,0.0
32,32,16,32,16,5,5,0,1,1,2,float,65,IMPLICIT_PRECOMP_GEMM,0.0
400,300,2,2,16,3,3,0,0,3,5,float,11,IMPLICIT_GEMM,0.0
160,160,16,1,1,5,5,1,0,1,1,float,154,IMPLICIT_PRECOMP_GEMM,0.0
720,364,8,8,8,3,3,0,1,1,2,float,728,IMPLICIT_PRECOMP_GEMM,0.0
240,240,64,16,2,3,3,1,1,2,1,float,2342,IMPLICIT_GEMM,0.0
400,300,32,4,16,5,5,1,0,5,5,float,185,IMPLICIT_PRECOMP_GEMM,0.0
40,30,32,1,4,3,3,0,1,3,2,float,15,IMPLICIT_GEMM,0.0
320,320,32,1,16,5,5,1,1,3,5,float,123,IMPLICIT_GEMM,0.0
256,256,2,16,16,5,5,1,0,2,2,float,152,IMPLICIT_PRECOMP_GEMM,0.0
600,480,64,8,8,5,5,0,1,3,2,float,5754,IMPLICIT_PRECOMP_GEMM,0.0
720,364,16,64,32,3,3,1,0,2,1,float,12623,IMPLICIT_PRECOMP_GEMM,0.0
16,16,32,4,32,5,5,0,1,1,2,float,42,IMPLICIT_GEMM,0.0
40,30,2,8,8,5,5,1,0,3,2,float,10,IMPLICIT_GEMM,0.0
48,32,1,64,16,5,5,1,1,5,5,float,10,IMPLICIT_GEMM,0.0
640,480,1,64,2,5,5,0,1,3,1,float,1136,GEMM,0.0
48,32,32,2,32,5,5,0,0,1,3,float,39,IMPLICIT_GEMM,0.0
160,160,64,16,32,3,3,0,0,5,5,float,172,IMPLICIT_PRECOMP_GEMM,0.0
48,32,32,64,16,3,3,1,0,2,5,float,61,IMPLICIT_PRECOMP_GEMM,0.0
32,32,8,16,8,5,5,1,1,3,5,float,11,IMPLICIT_GEMM,0.0
320,320,1,1,64,5,5,0,0,2,3,float,32,IMPLICIT_GEMM,0.0
600,480,4,32,16,3,3,0,0,1,2,float,1933,IMPLICIT_PRECOMP_GEMM,0.0
160,160,8,8,16,3,3,0,1,2,5,float,29,IMPLICIT_PRECOMP_GEMM,0.0
72,64,2,32,4,5,5,1,1,3,3,float,17,GEMM,0.0
72,64,16,64,2,5,5,1,1,5,2,float,133,IMPLICIT_GEMM,0.0
640,480,16,2,16,5,5,1,1,5,3,float,165,IMPLICIT_PRECOMP_GEMM,0.0
640,480,64,4,2,3,3,1,1,3,2,float,1151,IMPLICIT_PRECOMP_GEMM,0.0
256,192,2,32,64,5,5,0,1,1,2,float,870,IMPLICIT_PRECOMP_GEMM,0.0
600,480,4,64,1,3,3,1,0,1,3,float,2458,IMPLICIT_PRECOMP_GEMM,0.0
720,364,8,2,1,3,3,1,0,3,2,float,81,IMPLICIT_PRECOMP_GEMM,0.0
240,240,32,64,16,5,5,0,1,5,2,float,2834,IMPLICIT_PRECOMP_GEMM,0.0
400,300,64,2,4,5,5,0,0,3,2,float,538,IMPLICIT_PRECOMP_GEMM,0.0
72,64,8,1,4,3,3,0,0,5,2,float,11,IMPLICIT_GEMM,0.0
160,160,4,64,2,5,5,0,0,2,3,float,193,IMPLICIT_GEMM,0.0
96,96,32,4,64,3,3,0,0,2,3,float,53,IMPLICIT_PRECOMP_GEMM,0.0
64,64,8,4,8,5,5,0,1,2,1,float,32,IMPLICIT_GEMM,0.0
16,16,64,32,2,3,3,1,1,2,1,float,50,IMPLICIT_GEMM,0.0
600,480,32,2,64,5,5,1,1,2,2,float,1952,IMPLICIT_PRECOMP_GEMM,0.0
48,32,64,64,16,3,3,0,0,1,5,float,120,IMPLICIT_PRECOMP_GEMM,0.0
40,30,64,4,64,3,3,1,1,1,2,float,65,IMPLICIT_PRECOMP_GEMM,0.0
16,16,16,1,16,5,5,0,0,5,1,float,20,IMPLICIT_GEMM,0.0
96,96,4,4,32,5,5,1,1,1,1,float,43,IMPLICIT_PRECOMP_GEMM,0.0
320,320,64,32,32,3,3,1,0,5,5,float,1344,IMPLICIT_PRECOMP_GEMM,0.0
240,64,1,16,64,5,5,1,0,5,2,float,37,IMPLICIT_GEMM,0.0
40,30,32,4,16,3,3,1,1,2,5,float,15,IMPLICIT_GEMM,0.0
240,240,1,64,64,5,5,0,0,1,2,float,1396,IMPLICIT_PRECOMP_GEMM,0.0
256,192,4,4,32,5,5,0,0,1,5,float,47,IMPLICIT_PRECOMP_GEMM,0.0
400,300,16,32,8,5,5,0,1,3,3,float,1482,IMPLICIT_PRECOMP_GEMM,0.0
400,300,64,4,8,5,5,1,0,2,1,float,3665,IMPLICIT_PRECOMP_GEMM,0.0
400,300,1,64,2,3,3,1,0,1,1,float,590,GEMM,0.0
240,64,64,16,64,5,5,1,0,1,1,float,2694,WINOGRAD_NONFUSED,0.0
40,30,32,2,8,3,3,0,0,1,1,float,19,WINOGRAD,0.0
400,300,16,8,2,5,5,0,0,2,1,float,1483,IMPLICIT_PRECOMP_GEMM,0.0
400,300,16,2,8,3,3,0,1,1,3,float,123,IMPLICIT_PRECOMP_GEMM,0.0
32,32,16,1,64,5,5,0,1,1,5,float,21,IMPLICIT_PRECOMP_GEMM,0.0
72,64,32,1,32,5,5,1,1,2,1,float,61,IMPLICIT_GEMM,0.0
640,480,2,64,8,3,3,1,0,1,5,float,1186,IMPLICIT_PRECOMP_GEMM,0.0
48,32,8,2,16,3,3,1,1,3,3,float,10,IMPLICIT_GEMM,0.0
32,32,1,64,16,3,3,0,0,5,3,float,10,IMPLICIT_GEMM,0.0
160,160,16,2,8,3,3,1,0,1,3,float,33,IMPLICIT_PRECOMP_GEMM,0.0
96,96,32,8,4,3,3,1,1,5,2,float,65,GEMM,0.0
600,480,64,64,64,5,5,1,1,2,5,float,45856,IMPLICIT_PRECOMP_GEMM,0.0
64,64,32,4,64,3,3,0,0,2,1,float,55,IMPLICIT_PRECOMP_GEMM,0.0
720,364,64,32,2,5,5,0,1,3,1,float,29166,GEMM,0.0
256,256,16,4,8,3,3,1,1,3,5,float,51,IMPLICIT_GEMM,0.0
64,64,64,2,16,3,3,0,1,5,2,float,29,IMPLICIT_GEMM,0.0
720,364,8,32,64,3,3,0,0,2,3,float,1911,IMPLICIT_PRECOMP_GEMM,0.0
32,32,2,32,64,5,5,1,1,3,2,float,18,IMPLICIT_GEMM,0.0
64,64,32,64,4,5,5,1,0,1,2,float,893,FFT_TILING,0.0
96,96,2,2,2,5,5,0,1,1,5,float,9,IMPLICIT_GEMM,0.0
256,192,64,8,4,5,5,1,1,2,2,float,1345,IMPLICIT_PRECOMP_GEMM,0.0
96,96,4,8,2,5,5,0,0,1,2,float,40,IMPLICIT_PRECOMP_GEMM,0.0
48,32,8,4,2,5,5,0,1,1,1,float,25,GEMM,0.0
48,32,64,32,4,3,3,0,0,2,3,float,102,IMPLICIT_PRECOMP_GEMM,0.0
48,32,2,16,4,5,5,1,0,3,1,float,7,IMPLICIT_GEMM,0.0
320,320,8,16,4,3,3,0,0,5,2,float,227,GEMM,0.0
48,32,8,64,16,5,5,1,1,1,1,float,166,IMPLICIT_PRECOMP_GEMM,0.0
320,320,4,64,1,3,3,1,1,5,3,float,285,IMPLICIT_GEMM,0.0
400,300,4,1,4,3,3,0,1,1,5,float,20,IMPLICIT_GEMM,0.0
40,30,32,8,2,5,5,0,0,5,1,float,59,IMPLICIT_GEMM,0.0
240,240,1,64,4,5,5,0,1,1,1,float,1186,GEMM,0.0
72,64,1,4,16,5,5,1,1,3,5,float,10,IMPLICIT_GEMM,0.0
40,30,1,1,2,5,5,0,0,3,3,float,6,GEMM,0.0
32,32,8,64,16,3,3,0,1,2,1,float,35,IMPLICIT_PRECOMP_GEMM,0.0
256,192,32,1,2,5,5,0,1,5,5,float,59,IMPLICIT_GEMM,0.0
240,64,32,64,64,3,3,1,0,5,1,float,1224,IMPLICIT_PRECOMP_GEMM,0.0
16,16,16,8,1,3,3,0,1,2,5,float,9,IMPLICIT_GEMM,0.0
256,192,1,2,8,3,3,0,0,1,3,float,17,GEMM,0.0
400,300,8,1,64,5,5,1,1,3,1,float,142,IMPLICIT_PRECOMP_GEMM,0.0
16,16,8,1,32,3,3,0,1,2,3,float,10,IMPLICIT_PRECOMP_GEMM,0.0
600,480,4,8,1,5,5,1,1,1,5,float,484,IMPLICIT_PRECOMP_GEMM,0.0
32,32,64,16,16,3,3,1,1,3,2,float,48,IMPLICIT_GEMM,0.0
32,32,64,16,2,5,5,1,0,2,2,float,126,IMPLICIT_GEMM,0.0
48,32,64,2,2,5,5,0,0,3,1,float,73,IMPLICIT_PRECOMP_GEMM,0.0
640,480,16,8,8,5,5,0,0,5,3,float,595,IMPLICIT_PRECOMP_GEMM,0.0
640,480,8,64,32,3,3,1,1,3,1,float,5413,IMPLICIT_PRECOMP_GEMM,0.0
600,480,2,16,1,5,5,1,1,1,3,float,774,IMPLICIT_PRECOMP_GEMM,0.0
40,30,8,16,32,3,3,0,1,1,1,float,31,IMPLICIT_GEMM,0.0
400,300,64,16,2,5,5,0,1,1,5,float,4552,GEMM,0.0
40,30,2,16,4,3,3,1,1,1,5,float,7,GEMM,0.0
400,300,16,4,32,5,5,1,1,5,1,float,413,IMPLICIT_PRECOMP_GEMM,0.0
256,192,4,8,64,5,5,1,0,1,2,float,359,IMPLICIT_PRECOMP_GEMM,0.0
240,64,64,64,4,5,5,1,1,1,2,float,5222,FFT_TILING,0.0
160,160,64,64,2,3,3,0,0,5,1,float,1571,IMPLICIT_PRECOMP_GEMM,0.0
256,256,8,1,1,5,5,1,1,5,3,float,19,IMPLICIT_GEMM,0.0
320,320,16,1,32,3,3,1,1,2,2,float,58,IMPLICIT_PRECOMP_GEMM,0.0
720,364,4,1,32,5,5,0,0,3,5,float,29,IMPLICIT_PRECOMP_GEMM,0.0
240,64,1,16,32,3,3,0,0,2,2,float,31,IMPLICIT_PRECOMP_GEMM,0.0
256,256,4,8,32,3,3,0,0,5,1,float,73,IMPLICIT_PRECOMP_GEMM,0.0
40,30,4,64,4,5,5,1,0,1,2,float,50,GEMM,0.0
640,480,32,4,16,3,3,0,0,2,2,float,819,IMPLICIT_PRECOMP_GEMM,0.0
256,256,2,16,4,3,3,1,1,3,2,float,50,GEMM,0.0
320,320,4,8,32,3,3,0,1,5,1,float,105,IMPLICIT_PRECOMP_GEMM,0.0
256,256,8,16,16,5,5,0,0,2,2,float,463,IMPLICIT_PRECOMP_GEMM,0.0
320,320,64,64,8,5,5,1,1,3,1,float,32041,IMPLICIT_PRECOMP_GEMM,0.0
40,30,16,64,1,3,3,1,1,3,5,float,20,IMPLICIT_GEMM,0.0
720,364,64,2,1,3,3,1,0,1,2,float,817,GEMM,0.0
640,480,1,64,8,3,3,1,1,5,3,float,346,IMPLICIT_PRECOMP_GEMM,0.0
256,192,16,8,8,5,5,1,1,1,1,float,1257,IMPLICIT_PRECOMP_GEMM,0.0
720,364,32,16,16,3,3,0,1,1,5,float,2123,IMPLICIT_PRECOMP_GEMM,0.0
32,32,64,32,1,5,5,0,1,2,3,float,141,IMPLICIT_GEMM,0.0
48,32,32,4,8,5,5,1,1,3,5,float,37,IMPLICIT_GEMM,0.0
400,300,32,2,4,5,5,0,1,5,3,float,231,IMPLICIT_PRECOMP_GEMM,0.0
720,364,64,1,8,3,3,1,0,5,5,float,123,IMPLICIT_PRECOMP_GEMM,0.0
600,480,1,64,16,3,3,1,0,2,5,float,484,IMPLICIT_PRECOMP_GEMM,0.0
640,480,1,1,64,5,5,0,0,2,1,float,124,IMPLICIT_PRECOMP_GEMM,0.0
640,480,4,4,32,3,3,1,0,1,2,float,382,IMPLICIT_PRECOMP_GEMM,0.0
72,64,64,64,32,3,3,0,0,5,2,float,244,IMPLICIT_PRECOMP_GEMM,0.0
600,480,1,4,1,3,3,1,1,2,3,float,51,IMPLICIT_GEMM,0.0
48,32,16,8,4,3,3,0,0,2,5,float,23,GEMM,0.0
160,160,32,1,1,3,3,0,0,5,3,float,46,IMPLICIT_GEMM,0.0
640,480,32,32,64,3,3,0,1,1,5,float,9516,IMPLICIT_PRECOMP_GEMM,0.0
640,480,1,1,16,3,3,0,0,1,1,float,88,IMPLICIT_PRECOMP_GEMM,0.0
240,64,32,8,8,5,5,0,1,5,2,float,124,IMPLICIT_PRECOMP_GEMM,0.0
320,320,4,4,4,5,5,1,1,3,1,float,133,IMPLICIT_PRECOMP_GEMM,0.0
72,64,8,2,32,3,3,0,1,2,1,float,12,IMPLICIT_GEMM,0.0
240,64,1,2,8,3,3,0,1,5,2,float,10,IMPLICIT_PRECOMP_GEMM,0.0
320,320,32,1,64,3,3,0,1,3,1,float,171,IMPLICIT_PRECOMP_GEMM,0.0
64,64,32,8,64,3,3,1,1,5,5,float,35,IMPLICIT_PRECOMP_GEMM,0.0
720,364,1,64,1,5,5,0,0,3,3,float,216,IMPLICIT_GEMM,0.0
256,192,1,16,64,3,3,1,1,3,2,float,115,IMPLICIT_PRECOMP_GEMM,0.0
16,16,16,2,1,3,3,0,0,3,1,float,10,IMPLICIT_PRECOMP_GEMM,0.0
640,480,16,64,64,5,5,0,1,3,3,float,13872,IMPLICIT_PRECOMP_GEMM,0.0
240,240,2,2,16,3,3,1,1,5,3,float,12,GEMM,0.0
256,192,4,2,4,3,3,0,1,5,2,float,10,IMPLICIT_GEMM,0.0
320,320,2,16,2,5,5,0,0,3,3,float,69,GEMM,0.0
240,240,2,4,2,3,3,0,1,1,2,float,46,IMPLICIT_GEMM,0.0
600,480,2,4,16,5,5,0,0,1,3,float,204,IMPLICIT_PRECOMP_GEMM,0.0
240,64,2,2,16,5,5,0,0,2,2,float,12,IMPLICIT_GEMM,0.0
256,256,16,1,2,3,3,1,1,5,3,float,16,IMPLICIT_GEMM,0.0
400,300,4,16,64,3,3,1,0,3,2,float,358,IMPLICIT_PRECOMP_GEMM,0.0
600,480,1,1,1,5,5,0,0,2,2,float,9,GEMM,0.0
640,480,8,32,32,5,5,0,1,1,3,float,6018,IMPLICIT_PRECOMP_GEMM,0.0
256,192,64,1,8,5,5,0,1,2,1,float,419,IMPLICIT_PRECOMP_GEMM,0.0
640,480,64,1,1,3,3,1,0,3,2,float,278,GEMM,0.0
600,480,2,64,32,3,3,1,1,1,2,float,4232,IMPLICIT_PRECOMP_GEMM,0.0
48,32,16,16,32,5,5,0,1,3,5,float,61,IMPLICIT_GEMM,0.0
240,240,64,8,4,3,3,1,1,1,2,float,1096,IMPLICIT_PRECOMP_GEMM,0.0
256,192,32,16,64,5,5,0,0,5,1,float,2055,IMPLICIT_PRECOMP_GEMM,0.0
40,30,16,4,1,5,5,0,0,2,5,float,21,IMPLICIT_GEMM,0.0
640,480,4,8,8,5,5,1,1,3,5,float,165,IMPLICIT_PRECOMP_GEMM,0.0
160,160,4,8,32,3,3,0,0,1,5,float,29,IMPLICIT_PRECOMP_GEMM,0.0
160,160,1,4,2,3,3,0,0,3,3,float,10,IMPLICIT_GEMM,0.0
72,64,16,16,64,5,5,0,1,3,2,float,108,IMPLICIT_PRECOMP_GEMM,0.0
240,240,32,2,4,3,3,1,0,1,5,float,88,IMPLICIT_PRECOMP_GEMM,0.0
48,32,4,4,16,3,3,0,0,1,3,float,11,IMPLICIT_GEMM,0.0
64,64,16,1,4,5,5,1,1,5,1,float,20,IMPLICIT_GEMM,0.0
32,32,8,4,2,3,3,0,1,3,1,float,10,IMPLICIT_GEMM,0.0
160,160,32,2,2,5,5,0,0,3,3,float,94,IMPLICIT_GEMM,0.0
400,300,64,64,1,3,3,1,0,2,3,float,4946,GEMM,0.0
256,256,1,8,64,3,3,0,1,2,3,float,91,IMPLICIT_PRECOMP_GEMM,0.0
720,364,64,64,64,3,3,0,1,3,3,float,17578,IMPLICIT_PRECOMP_GEMM,0.0
640,480,64,2,32,3,3,1,0,3,5,float,356,IMPLICIT_PRECOMP_GEMM,0.0
256,192,2,2,2,3,3,1,1,2,5,float,9,IMPLICIT_GEMM,0.0
400,300,4,8,4,3,3,1,0,2,5,float,52,IMPLICIT_PRECOMP_GEMM,0.0
256,192,1,32,1,3,3,0,1,5,2,float,20,GEMM,0.0
16,16,16,64,8,5,5,1,0,2,3,float,52,IMPLICIT_GEMM,0.0
240,240,32,8,32,5,5,0,1,3,5,float,292,IMPLICIT_PRECOMP_GEMM,0.0
240,64,8,32,8,3,3,1,1,2,3,float,75,IMPLICIT_PRECOMP_GEMM,0.0
240,240,4,32,8,5,5,1,0,5,1,float,356,IMPLICIT_PRECOMP_GEMM,0.0
160,160,4,64,1,3,3,0,1,1,5,float,51,GEMM,0.0
640,480,1,32,16,5,5,0,1,2,1,float,1856,IMPLICIT_PRECOMP_GEMM,0.0
320,320,4,1,64,5,5,1,0,1,5,float,47,IMPLICIT_PRECOMP_GEMM,0.0
40,30,16,1,16,5,5,1,0,5,5,float,20,IMPLICIT_GEMM,0.0
96,96,4,1,8,5,5,0,0,1,3,float,11,IMPLICIT_GEMM,0.0
40,30,16,16,2,3,3,0,1,5,3,float,10,IMPLICIT_GEMM,0.0
240,64,64,32,8,3,3,1,1,2,2,float,1101,IMPLICIT_PRECOMP_GEMM,0.0
240,240,32,8,16,5,5,0,0,1,5,float,651,IMPLICIT_PRECOMP_GEMM,0.0
96,96,16,64,64,5,5,0,0,5,5,float,174,IMPLICIT_PRECOMP_GEMM,0.0
