w,h,c,n,k,f_w,f_h,pad_w,pad_h,stride_w,stride_h,precision,fwd_time(usec),fwd_algo,pad_kernels
240,64,16,2,2,5,5,0,1,2,1,int8,4,IMPLICIT_PRECOMP_GEMM,0.0
256,256,2,2,16,3,3,0,0,1,2,int8,69,IMPLICIT_PRECOMP_GEMM,1.0
160,160,1,64,4,3,3,1,1,2,3,int8,281,IMPLICIT_PRECOMP_GEMM,1.0
320,320,16,64,16,5,5,1,0,5,5,int8,1512,IMPLICIT_PRECOMP_GEMM,0.0
240,240,16,16,8,5,5,1,1,2,2,int8,2127,IMPLICIT_PRECOMP_GEMM,0.0
72,64,32,4,2,3,3,1,1,3,3,int8,4,IMPLICIT_PRECOMP_GEMM,0.0
32,32,4,2,16,5,5,0,0,2,3,int8,9,IMPLICIT_PRECOMP_GEMM,0.0
96,96,16,4,64,5,5,0,1,1,5,int8,80,IMPLICIT_PRECOMP_GEMM,0.0
240,240,2,16,4,3,3,0,1,1,3,int8,310,IMPLICIT_PRECOMP_GEMM,1.0
32,32,64,1,32,3,3,0,0,2,3,int8,36,IMPLICIT_PRECOMP_GEMM,0.0
240,240,16,32,2,5,5,1,0,1,2,int8,4,IMPLICIT_PRECOMP_GEMM,0.0
160,160,16,4,2,3,3,0,1,2,5,int8,4,IMPLICIT_PRECOMP_GEMM,0.0
720,364,2,8,8,3,3,0,1,2,5,int8,214,IMPLICIT_PRECOMP_GEMM,1.0
40,30,1,16,32,3,3,0,1,3,3,int8,30,IMPLICIT_PRECOMP_GEMM,1.0
48,32,1,64,2,3,3,0,0,2,5,int8,4,IMPLICIT_PRECOMP_GEMM,1.0
160,160,64,2,16,3,3,1,0,5,1,int8,200,IMPLICIT_PRECOMP_GEMM,0.0
720,364,1,8,1,3,3,0,1,3,5,int8,4,IMPLICIT_PRECOMP_GEMM,1.0
256,256,2,1,1,3,3,0,1,3,3,int8,4,IMPLICIT_PRECOMP_GEMM,1.0
48,32,32,2,16,5,5,1,0,1,2,int8,61,IMPLICIT_PRECOMP_GEMM,0.0
72,64,32,64,16,5,5,0,0,5,5,int8,93,IMPLICIT_PRECOMP_GEMM,0.0
720,364,1,8,16,3,3,1,0,2,1,int8,1048,IMPLICIT_PRECOMP_GEMM,1.0
720,364,16,32,4,5,5,1,0,5,2,int8,7539,IMPLICIT_PRECOMP_GEMM,0.0
256,192,1,1,4,3,3,1,1,2,5,int8,38,IMPLICIT_PRECOMP_GEMM,1.0
72,64,8,16,4,5,5,0,0,1,1,int8,302,IMPLICIT_PRECOMP_GEMM,0.0
600,480,32,32,4,5,5,0,1,3,5,int8,11835,IMPLICIT_PRECOMP_GEMM,0.0
240,64,8,16,16,3,3,1,1,3,2,int8,96,IMPLICIT_PRECOMP_GEMM,0.0
256,192,2,32,4,5,5,0,0,2,2,int8,921,IMPLICIT_PRECOMP_GEMM,1.0
48,32,4,32,2,3,3,1,1,5,2,int8,4,IMPLICIT_PRECOMP_GEMM,0.0
240,64,16,2,1,3,3,0,0,1,3,int8,4,IMPLICIT_PRECOMP_GEMM,0.0
48,32,16,4,4,3,3,1,1,2,5,int8,33,IMPLICIT_PRECOMP_GEMM,0.0
32,32,32,16,2,5,5,1,1,3,3,int8,4,IMPLICIT_PRECOMP_GEMM,0.0
256,256,64,4,8,5,5,1,0,1,2,int8,5634,IMPLICIT_PRECOMP_GEMM,0.0
48,32,4,2,32,5,5,0,1,1,1,int8,19,IMPLICIT_PRECOMP_GEMM,0.0
320,320,8,16,4,5,5,0,1,2,5,int8,747,IMPLICIT_PRECOMP_GEMM,0.0
72,64,2,1,2,3,3,1,0,2,3,int8,4,IMPLICIT_PRECOMP_GEMM,1.0
240,64,4,64,4,5,5,1,1,2,5,int8,245,IMPLICIT_PRECOMP_GEMM,0.0
48,32,16,4,1,5,5,0,0,5,3,int8,4,IMPLICIT_PRECOMP_GEMM,0.0
72,64,64,1,32,3,3,0,1,5,2,int8,33,IMPLICIT_PRECOMP_GEMM,0.0
40,30,1,4,2,3,3,0,1,3,3,int8,4,IMPLICIT_PRECOMP_GEMM,1.0
256,192,8,2,1,3,3,1,0,1,5,int8,4,IMPLICIT_PRECOMP_GEMM,0.0
256,192,8,16,8,5,5,0,0,1,5,int8,704,IMPLICIT_PRECOMP_GEMM,0.0
640,480,64,2,16,5,5,0,1,2,5,int8,3907,IMPLICIT_PRECOMP_GEMM,0.0
240,64,8,1,8,3,3,1,0,1,3,int8,44,IMPLICIT_PRECOMP_GEMM,0.0
48,32,8,16,32,5,5,1,0,1,2,int8,59,IMPLICIT_PRECOMP_GEMM,0.0
400,300,4,64,16,3,3,1,0,3,2,int8,2761,IMPLICIT_PRECOMP_GEMM,0.0
64,64,1,64,32,3,3,1,0,3,2,int8,51,IMPLICIT_PRECOMP_GEMM,1.0
240,240,4,2,16,3,3,0,1,2,5,int8,16,IMPLICIT_PRECOMP_GEMM,0.0
64,64,64,32,32,5,5,0,0,2,5,int8,771,IMPLICIT_PRECOMP_GEMM,0.0
160,160,32,2,2,3,3,0,0,1,5,int8,4,IMPLICIT_PRECOMP_GEMM,0.0
160,160,4,1,2,3,3,1,1,3,3,int8,4,IMPLICIT_PRECOMP_GEMM,0.0
240,64,32,4,2,3,3,0,1,5,5,int8,4,IMPLICIT_PRECOMP_GEMM,0.0
96,96,64,8,1,5,5,0,1,1,3,int8,4,IMPLICIT_PRECOMP_GEMM,0.0
16,16,1,8,8,3,3,1,0,3,5,int8,33,IMPLICIT_PRECOMP_GEMM,1.0
160,160,1,64,8,5,5,1,0,3,2,int8,644,IMPLICIT_PRECOMP_GEMM,1.0
400,300,1,8,4,3,3,0,0,1,2,int8,480,IMPLICIT_PRECOMP_GEMM,1.0
600,480,4,64,2,3,3,1,1,5,2,int8,4,IMPLICIT_PRECOMP_GEMM,0.0
160,160,64,2,32,3,3,1,1,2,1,int8,607,IMPLICIT_PRECOMP_GEMM,0.0
256,192,4,32,64,5,5,1,0,1,1,int8,3794,IMPLICIT_PRECOMP_GEMM,0.0
256,256,32,8,32,3,3,0,0,2,3,int8,712,IMPLICIT_PRECOMP_GEMM,0.0
16,16,1,8,8,5,5,1,0,2,5,int8,33,IMPLICIT_PRECOMP_GEMM,1.0
240,64,16,32,8,3,3,0,0,3,3,int8,185,IMPLICIT_PRECOMP_GEMM,0.0
40,30,32,8,1,5,5,0,0,2,5,int8,4,IMPLICIT_PRECOMP_GEMM,1.0
600,480,32,4,64,5,5,0,1,3,3,int8,2745,IMPLICIT_PRECOMP_GEMM,0.0
256,256,1,16,1,5,5,1,0,1,3,int8,4,IMPLICIT_PRECOMP_GEMM,1.0
48,32,32,8,8,3,3,0,1,5,3,int8,48,IMPLICIT_PRECOMP_GEMM,0.0
32,32,2,32,1,5,5,1,1,5,3,int8,4,IMPLICIT_PRECOMP_GEMM,1.0
720,364,16,2,2,3,3,1,1,5,1,int8,4,IMPLICIT_PRECOMP_GEMM,0.0
96,96,2,1,64,5,5,0,0,3,3,int8,76,IMPLICIT_PRECOMP_GEMM,1.0
32,32,64,16,2,5,5,1,0,5,5,int8,4,IMPLICIT_PRECOMP_GEMM,0.0
600,480,1,16,4,3,3,1,0,3,3,int8,518,IMPLICIT_PRECOMP_GEMM,1.0
600,480,4,2,32,5,5,0,0,5,1,int8,284,IMPLICIT_PRECOMP_GEMM,0.0
640,480,4,1,2,3,3,1,1,3,1,int8,4,IMPLICIT_PRECOMP_GEMM,0.0
48,32,4,64,2,5,5,0,1,1,1,int8,4,IMPLICIT_PRECOMP_GEMM,0.0
256,256,4,64,8,3,3,1,0,3,2,int8,707,IMPLICIT_PRECOMP_GEMM,0.0
256,256,2,64,16,3,3,1,1,5,3,int8,625,IMPLICIT_PRECOMP_GEMM,1.0
240,64,2,32,8,3,3,0,1,3,5,int8,36,IMPLICIT_PRECOMP_GEMM,1.0
160,160,64,1,32,3,3,0,1,5,1,int8,108,IMPLICIT_PRECOMP_GEMM,0.0
32,32,4,16,16,5,5,0,0,1,1,int8,92,IMPLICIT_PRECOMP_GEMM,0.0
32,32,8,64,4,5,5,1,0,5,3,int8,34,IMPLICIT_PRECOMP_GEMM,0.0
640,480,8,1,2,3,3,1,1,3,5,int8,4,IMPLICIT_PRECOMP_GEMM,0.0
96,96,4,32,32,5,5,1,1,1,3,int8,241,IMPLICIT_PRECOMP_GEMM,0.0
64,64,1,32,4,3,3,1,1,3,3,int8,33,IMPLICIT_PRECOMP_GEMM,1.0
32,32,64,16,64,5,5,1,1,5,5,int8,91,IMPLICIT_PRECOMP_GEMM,0.0
720,364,16,2,8,5,5,0,0,2,5,int8,498,IMPLICIT_PRECOMP_GEMM,0.0
240,64,1,16,64,3,3,0,0,5,2,int8,51,IMPLICIT_PRECOMP_GEMM,1.0
96,96,2,64,64,3,3,0,0,5,5,int8,51,IMPLICIT_PRECOMP_GEMM,1.0
72,64,4,32,8,5,5,0,1,3,2,int8,60,IMPLICIT_PRECOMP_GEMM,0.0
256,256,2,1,8,5,5,0,1,2,5,int8,38,IMPLICIT_PRECOMP_GEMM,1.0
160,160,2,64,2,3,3,1,1,5,1,int8,4,IMPLICIT_PRECOMP_GEMM,1.0
160,160,1,32,4,3,3,0,0,1,1,int8,806,IMPLICIT_PRECOMP_GEMM,1.0
64,64,4,2,16,3,3,1,1,5,5,int8,9,IMPLICIT_PRECOMP_GEMM,0.0
64,64,1,1,2,5,5,0,1,3,3,int8,4,IMPLICIT_PRECOMP_GEMM,1.0
720,364,16,1,64,5,5,0,0,3,5,int8,122,IMPLICIT_PRECOMP_GEMM,0.0
400,300,8,16,1,5,5,0,0,3,3,int8,4,IMPLICIT_PRECOMP_GEMM,0.0
32,32,2,1,16,3,3,1,1,1,1,int8,9,IMPLICIT_PRECOMP_GEMM,1.0
400,300,64,16,1,3,3,1,0,3,5,int8,4,IMPLICIT_PRECOMP_GEMM,0.0
96,96,4,16,2,5,5,1,1,2,2,int8,4,IMPLICIT_PRECOMP_GEMM,0.0
48,32,16,16,2,3,3,1,0,2,3,int8,4,IMPLICIT_PRECOMP_GEMM,0.0
16,16,1,16,16,3,3,1,0,3,2,int8,46,IMPLICIT_PRECOMP_GEMM,1.0
160,160,4,64,1,3,3,1,0,5,2,int8,4,IMPLICIT_PRECOMP_GEMM,0.0
400,300,32,64,4,5,5,0,1,3,1,int8,48537,IMPLICIT_PRECOMP_GEMM,0.0
240,64,8,16,32,5,5,1,0,5,3,int8,76,IMPLICIT_PRECOMP_GEMM,0.0
72,64,4,1,4,5,5,1,1,3,1,int8,40,IMPLICIT_PRECOMP_GEMM,0.0
240,64,32,1,2,5,5,1,0,1,2,int8,4,IMPLICIT_PRECOMP_GEMM,0.0
96,96,16,8,8,3,3,0,1,1,2,int8,128,IMPLICIT_PRECOMP_GEMM,0.0
96,96,1,2,32,5,5,0,1,3,1,int8,51,IMPLICIT_PRECOMP_GEMM,1.0
32,32,16,1,64,3,3,1,1,3,2,int8,24,IMPLICIT_PRECOMP_GEMM,0.0
320,320,4,8,1,5,5,1,0,1,1,int8,4,IMPLICIT_PRECOMP_GEMM,0.0
40,30,64,2,1,5,5,0,1,3,1,int8,4,IMPLICIT_PRECOMP_GEMM,1.0
40,30,1,4,32,3,3,0,0,3,2,int8,9,IMPLICIT_PRECOMP_GEMM,1.0
40,30,4,64,1,5,5,0,0,2,1,int8,4,IMPLICIT_PRECOMP_GEMM,1.0
256,256,4,4,32,5,5,0,1,1,2,int8,757,IMPLICIT_PRECOMP_GEMM,0.0
96,96,16,2,64,3,3,0,1,1,2,int8,51,IMPLICIT_PRECOMP_GEMM,0.0
400,300,2,4,1,5,5,1,1,2,2,int8,4,IMPLICIT_PRECOMP_GEMM,1.0
600,480,8,4,64,3,3,1,1,1,3,int8,836,IMPLICIT_PRECOMP_GEMM,0.0
160,160,2,2,8,5,5,1,1,1,1,int8,127,IMPLICIT_PRECOMP_GEMM,1.0
240,64,1,8,32,5,5,0,1,5,3,int8,51,IMPLICIT_PRECOMP_GEMM,1.0
600,480,4,32,8,3,3,1,1,3,3,int8,1032,IMPLICIT_PRECOMP_GEMM,0.0
64,64,64,1,2,5,5,0,0,3,5,int8,4,IMPLICIT_PRECOMP_GEMM,0.0
32,32,8,32,8,3,3,0,1,2,2,int8,34,IMPLICIT_PRECOMP_GEMM,0.0
240,240,4,64,8,3,3,0,1,1,3,int8,1229,IMPLICIT_PRECOMP_GEMM,0.0
720,364,32,32,16,3,3,0,1,5,2,int8,1820,IMPLICIT_PRECOMP_GEMM,0.0
256,256,32,2,1,3,3,0,1,3,1,int8,4,IMPLICIT_PRECOMP_GEMM,0.0
256,192,1,1,4,5,5,0,0,3,3,int8,38,IMPLICIT_PRECOMP_GEMM,1.0
720,364,2,16,64,5,5,1,0,5,2,int8,1041,IMPLICIT_PRECOMP_GEMM,1.0
256,192,16,1,2,3,3,0,1,1,2,int8,4,IMPLICIT_PRECOMP_GEMM,0.0
256,192,2,16,8,3,3,0,1,1,3,int8,265,IMPLICIT_PRECOMP_GEMM,1.0
64,64,32,4,8,3,3,1,0,3,3,int8,48,IMPLICIT_PRECOMP_GEMM,0.0
16,16,32,4,2,3,3,1,0,5,2,int8,4,IMPLICIT_PRECOMP_GEMM,0.0
48,32,64,64,16,3,3,0,1,1,2,int8,217,IMPLICIT_PRECOMP_GEMM,0.0
160,160,2,2,2,5,5,0,0,3,2,int8,4,IMPLICIT_PRECOMP_GEMM,1.0
600,480,32,4,64,3,3,0,0,5,3,int8,648,IMPLICIT_PRECOMP_GEMM,0.0
320,320,16,32,2,3,3,1,1,1,2,int8,4,IMPLICIT_PRECOMP_GEMM,0.0
96,96,16,32,2,3,3,0,1,5,2,int8,4,IMPLICIT_PRECOMP_GEMM,0.0
96,96,8,4,1,5,5,0,1,1,3,int8,4,IMPLICIT_PRECOMP_GEMM,0.0
320,320,4,16,64,5,5,1,1,3,5,int8,275,IMPLICIT_PRECOMP_GEMM,0.0
720,364,2,4,2,3,3,0,1,2,1,int8,4,IMPLICIT_PRECOMP_GEMM,1.0
640,480,32,2,2,5,5,1,1,3,1,int8,4,IMPLICIT_PRECOMP_GEMM,0.0
160,160,16,32,1,5,5,1,1,3,1,int8,4,IMPLICIT_PRECOMP_GEMM,0.0
64,64,8,64,2,3,3,1,0,5,5,int8,4,IMPLICIT_PRECOMP_GEMM,0.0
256,256,8,8,8,5,5,1,0,3,5,int8,169,IMPLICIT_PRECOMP_GEMM,0.0
40,30,16,64,16,5,5,1,0,5,1,int8,93,IMPLICIT_PRECOMP_GEMM,1.0
32,32,8,1,8,3,3,0,0,3,2,int8,9,IMPLICIT_PRECOMP_GEMM,0.0
400,300,32,1,8,5,5,0,0,5,2,int8,274,IMPLICIT_PRECOMP_GEMM,0.0
240,64,16,1,32,5,5,0,1,5,1,int8,44,IMPLICIT_PRECOMP_GEMM,0.0
240,240,32,16,64,5,5,1,0,2,2,int8,5305,IMPLICIT_PRECOMP_GEMM,0.0
40,30,16,1,8,5,5,1,1,2,5,int8,21,IMPLICIT_PRECOMP_GEMM,1.0
16,16,32,64,32,3,3,0,1,1,5,int8,53,IMPLICIT_PRECOMP_GEMM,0.0
160,160,32,32,1,3,3,1,1,2,1,int8,4,IMPLICIT_PRECOMP_GEMM,0.0
400,300,32,16,4,3,3,0,1,3,3,int8,1507,IMPLICIT_PRECOMP_GEMM,0.0
16,16,64,32,1,3,3,0,1,3,3,int8,4,IMPLICIT_PRECOMP_GEMM,0.0
48,32,64,32,1,3,3,0,1,3,3,int8,4,IMPLICIT_PRECOMP_GEMM,0.0
256,256,2,2,1,3,3,1,0,5,3,int8,4,IMPLICIT_PRECOMP_GEMM,1.0
72,64,2,8,64,5,5,0,1,5,1,int8,51,IMPLICIT_PRECOMP_GEMM,1.0
240,64,32,4,2,5,5,0,1,1,3,int8,4,IMPLICIT_PRECOMP_GEMM,0.0
256,256,64,1,1,5,5,1,0,1,1,int8,4,IMPLICIT_PRECOMP_GEMM,0.0
256,256,4,32,8,3,3,1,1,2,2,int8,530,IMPLICIT_PRECOMP_GEMM,0.0
256,192,32,16,64,3,3,0,0,1,5,int8,1105,IMPLICIT_PRECOMP_GEMM,0.0
48,32,8,32,32,5,5,0,0,1,3,int8,70,IMPLICIT_PRECOMP_GEMM,0.0
72,64,2,4,8,3,3,1,0,3,3,int8,33,IMPLICIT_PRECOMP_GEMM,1.0
48,32,64,32,32,3,3,0,1,1,5,int8,190,IMPLICIT_PRECOMP_GEMM,0.0
64,64,8,32,64,3,3,0,1,1,2,int8,119,IMPLICIT_PRECOMP_GEMM,0.0
96,96,16,4,16,5,5,1,0,5,1,int8,80,IMPLICIT_PRECOMP_GEMM,0.0
256,256,32,32,16,3,3,1,1,1,2,int8,2243,IMPLICIT_PRECOMP_GEMM,0.0
320,320,1,32,1,3,3,1,1,5,5,int8,4,IMPLICIT_PRECOMP_GEMM,1.0
160,160,4,2,32,3,3,0,0,1,5,int8,30,IMPLICIT_PRECOMP_GEMM,0.0
600,480,32,64,1,5,5,1,0,3,5,int8,4,IMPLICIT_PRECOMP_GEMM,0.0
96,96,8,2,32,3,3,1,1,1,2,int8,51,IMPLICIT_PRECOMP_GEMM,0.0
48,32,1,64,4,3,3,1,1,2,5,int8,33,IMPLICIT_PRECOMP_GEMM,1.0
240,240,64,64,32,3,3,0,1,3,3,int8,7731,IMPLICIT_PRECOMP_GEMM,0.0
240,240,64,2,1,5,5,0,0,3,1,int8,4,IMPLICIT_PRECOMP_GEMM,0.0
240,64,4,32,8,5,5,1,0,2,1,int8,557,IMPLICIT_PRECOMP_GEMM,0.0
400,300,2,64,4,5,5,1,1,2,2,int8,4585,IMPLICIT_PRECOMP_GEMM,1.0
40,30,4,64,64,5,5,1,1,2,3,int8,51,IMPLICIT_PRECOMP_GEMM,1.0
96,96,64,64,32,3,3,0,0,2,5,int8,1361,IMPLICIT_PRECOMP_GEMM,0.0
64,64,16,16,4,3,3,1,0,5,3,int8,41,IMPLICIT_PRECOMP_GEMM,0.0
240,240,32,64,8,3,3,1,0,5,3,int8,1822,IMPLICIT_PRECOMP_GEMM,0.0
96,96,32,32,32,5,5,1,0,2,1,int8,3110,IMPLICIT_PRECOMP_GEMM,0.0
240,240,2,8,2,3,3,0,1,1,1,int8,4,IMPLICIT_PRECOMP_GEMM,1.0
320,320,1,64,64,3,3,0,1,3,1,int8,2457,IMPLICIT_PRECOMP_GEMM,1.0
40,30,32,2,8,3,3,1,1,5,2,int8,47,IMPLICIT_PRECOMP_GEMM,1.0
256,256,4,2,1,3,3,1,1,5,3,int8,4,IMPLICIT_PRECOMP_GEMM,0.0
96,96,1,64,64,3,3,0,0,1,2,int8,321,IMPLICIT_PRECOMP_GEMM,1.0
16,16,4,8,32,3,3,0,1,3,2,int8,46,IMPLICIT_PRECOMP_GEMM,0.0
240,64,1,2,32,3,3,0,0,3,3,int8,30,IMPLICIT_PRECOMP_GEMM,1.0
16,16,16,32,2,5,5,1,1,2,3,int8,4,IMPLICIT_PRECOMP_GEMM,0.0
240,240,32,64,16,5,5,0,1,1,1,int8,20225,IMPLICIT_PRECOMP_GEMM,0.0
160,160,8,8,4,3,3,0,1,1,1,int8,351,IMPLICIT_PRECOMP_GEMM,0.0
96,96,2,2,4,3,3,1,1,3,3,int8,41,IMPLICIT_PRECOMP_GEMM,1.0
240,240,16,1,32,5,5,0,0,3,1,int8,122,IMPLICIT_PRECOMP_GEMM,0.0
600,480,1,4,64,5,5,1,0,2,5,int8,292,IMPLICIT_PRECOMP_GEMM,1.0
32,32,32,8,1,5,5,0,1,5,1,int8,4,IMPLICIT_PRECOMP_GEMM,0.0
40,30,2,16,4,3,3,0,0,2,3,int8,36,IMPLICIT_PRECOMP_GEMM,1.0
40,30,32,16,64,3,3,0,1,2,1,int8,94,IMPLICIT_PRECOMP_GEMM,1.0
720,364,32,2,8,5,5,0,1,1,1,int8,9614,IMPLICIT_PRECOMP_GEMM,0.0
48,32,1,16,16,5,5,0,0,2,5,int8,58,IMPLICIT_PRECOMP_GEMM,1.0
600,480,64,32,2,5,5,1,0,3,2,int8,4,IMPLICIT_PRECOMP_GEMM,0.0
72,64,64,4,4,5,5,0,0,5,3,int8,92,IMPLICIT_PRECOMP_GEMM,0.0
32,32,1,8,32,3,3,1,0,3,5,int8,9,IMPLICIT_PRECOMP_GEMM,1.0
32,32,64,4,32,3,3,0,1,3,3,int8,33,IMPLICIT_PRECOMP_GEMM,0.0
96,96,64,16,64,5,5,0,0,2,5,int8,984,IMPLICIT_PRECOMP_GEMM,0.0
40,30,64,2,4,3,3,1,0,1,2,int8,33,IMPLICIT_PRECOMP_GEMM,1.0
400,300,2,4,16,3,3,0,1,3,3,int8,57,IMPLICIT_PRECOMP_GEMM,1.0
160,160,2,4,4,5,5,1,1,3,2,int8,47,IMPLICIT_PRECOMP_GEMM,1.0
64,64,32,64,1,5,5,0,1,2,1,int8,4,IMPLICIT_PRECOMP_GEMM,0.0
240,240,8,4,64,5,5,0,0,1,5,int8,268,IMPLICIT_PRECOMP_GEMM,0.0
64,64,8,2,1,5,5,0,0,2,1,int8,4,IMPLICIT_PRECOMP_GEMM,0.0
256,256,16,4,64,5,5,1,1,5,2,int8,267,IMPLICIT_PRECOMP_GEMM,0.0
240,64,8,16,4,3,3,0,1,3,3,int8,52,IMPLICIT_PRECOMP_GEMM,0.0
64,64,1,64,8,5,5,0,0,3,5,int8,41,IMPLICIT_PRECOMP_GEMM,1.0
640,480,2,16,4,3,3,0,0,1,3,int8,1644,IMPLICIT_PRECOMP_GEMM,1.0
64,64,1,16,2,3,3,0,0,5,3,int8,4,IMPLICIT_PRECOMP_GEMM,1.0
16,16,2,32,64,3,3,0,1,5,3,int8,53,IMPLICIT_PRECOMP_GEMM,1.0
64,64,16,1,4,3,3,1,1,1,2,int8,13,IMPLICIT_PRECOMP_GEMM,0.0
16,16,16,1,32,3,3,0,0,5,1,int8,9,IMPLICIT_PRECOMP_GEMM,0.0
256,192,4,16,16,3,3,1,0,5,1,int8,349,IMPLICIT_PRECOMP_GEMM,0.0
16,16,4,4,64,3,3,0,0,5,2,int8,56,IMPLICIT_PRECOMP_GEMM,0.0
72,64,4,32,8,5,5,0,0,5,3,int8,36,IMPLICIT_PRECOMP_GEMM,0.0
16,16,32,16,32,5,5,1,1,5,3,int8,56,IMPLICIT_PRECOMP_GEMM,0.0
96,96,8,32,8,3,3,0,1,3,3,int8,65,IMPLICIT_PRECOMP_GEMM,0.0
240,240,16,1,8,3,3,0,1,5,1,int8,44,IMPLICIT_PRECOMP_GEMM,0.0
320,320,2,8,32,3,3,1,1,1,1,int8,847,IMPLICIT_PRECOMP_GEMM,1.0
40,30,64,16,8,3,3,1,0,3,1,int8,140,IMPLICIT_PRECOMP_GEMM,1.0
640,480,1,8,8,5,5,1,0,3,3,int8,659,IMPLICIT_PRECOMP_GEMM,1.0
32,32,64,64,16,5,5,0,1,2,5,int8,119,IMPLICIT_PRECOMP_GEMM,0.0
240,240,2,32,16,5,5,0,0,5,5,int8,439,IMPLICIT_PRECOMP_GEMM,1.0
240,240,1,32,64,5,5,0,0,5,2,int8,458,IMPLICIT_PRECOMP_GEMM,1.0
72,64,1,8,2,5,5,1,1,5,1,int8,4,IMPLICIT_PRECOMP_GEMM,1.0
72,64,32,32,32,3,3,0,0,1,3,int8,333,IMPLICIT_PRECOMP_GEMM,0.0
40,30,16,32,8,5,5,0,1,2,1,int8,178,IMPLICIT_PRECOMP_GEMM,1.0
256,256,1,1,32,3,3,0,1,2,1,int8,83,IMPLICIT_PRECOMP_GEMM,1.0
48,32,32,1,1,3,3,1,1,3,5,int8,4,IMPLICIT_PRECOMP_GEMM,0.0
96,96,1,4,1,3,3,0,0,1,5,int8,4,IMPLICIT_PRECOMP_GEMM,1.0
32,32,32,32,64,3,3,0,0,5,1,int8,59,IMPLICIT_PRECOMP_GEMM,0.0
48,32,1,4,64,3,3,0,0,1,1,int8,30,IMPLICIT_PRECOMP_GEMM,1.0
40,30,16,64,16,5,5,1,0,2,1,int8,208,IMPLICIT_PRECOMP_GEMM,1.0
400,300,16,8,64,5,5,0,0,5,3,int8,619,IMPLICIT_PRECOMP_GEMM,0.0
400,300,8,16,64,3,3,0,1,1,1,int8,3441,IMPLICIT_PRECOMP_GEMM,0.0
48,32,8,4,2,5,5,0,1,1,5,int8,4,IMPLICIT_PRECOMP_GEMM,0.0
48,32,16,8,16,3,3,1,0,1,3,int8,72,IMPLICIT_PRECOMP_GEMM,0.0
240,64,16,8,16,5,5,1,1,5,2,int8,126,IMPLICIT_PRECOMP_GEMM,0.0
320,320,1,4,1,5,5,1,0,5,3,int8,4,IMPLICIT_PRECOMP_GEMM,1.0
400,300,64,16,64,3,3,0,0,2,3,int8,7922,IMPLICIT_PRECOMP_GEMM,0.0
16,16,1,8,8,3,3,0,1,1,3,int8,33,IMPLICIT_PRECOMP_GEMM,1.0
40,30,8,1,16,3,3,1,1,2,1,int8,9,IMPLICIT_PRECOMP_GEMM,1.0
40,30,64,64,64,5,5,1,1,3,5,int8,302,IMPLICIT_PRECOMP_GEMM,1.0
640,480,16,32,32,5,5,1,1,2,3,int8,15358,IMPLICIT_PRECOMP_GEMM,0.0
256,192,1,64,2,5,5,0,1,5,3,int8,4,IMPLICIT_PRECOMP_GEMM,1.0
720,364,32,8,32,5,5,1,1,2,2,int8,11542,IMPLICIT_PRECOMP_GEMM,0.0
400,300,64,4,8,3,3,1,1,1,5,int8,1524,IMPLICIT_PRECOMP_GEMM,0.0
48,32,4,32,4,5,5,1,0,3,1,int8,41,IMPLICIT_PRECOMP_GEMM,0.0
32,32,16,2,2,5,5,0,0,2,5,int8,4,IMPLICIT_PRECOMP_GEMM,0.0
400,300,8,64,32,5,5,1,0,1,1,int8,34479,IMPLICIT_PRECOMP_GEMM,0.0
320,320,4,32,16,3,3,1,1,1,1,int8,7077,IMPLICIT_PRECOMP_GEMM,0.0
96,96,32,1,1,3,3,0,0,2,3,int8,4,IMPLICIT_PRECOMP_GEMM,0.0
240,64,1,2,16,3,3,0,1,3,5,int8,30,IMPLICIT_PRECOMP_GEMM,1.0
48,32,8,32,64,3,3,1,1,2,2,int8,51,IMPLICIT_PRECOMP_GEMM,0.0
256,256,8,8,32,5,5,1,0,2,2,int8,599,IMPLICIT_PRECOMP_GEMM,0.0
720,364,4,2,2,3,3,0,0,2,5,int8,4,IMPLICIT_PRECOMP_GEMM,0.0
720,364,2,32,16,3,3,1,1,3,5,int8,1219,IMPLICIT_PRECOMP_GEMM,1.0
240,240,16,64,8,5,5,0,0,1,1,int8,32093,IMPLICIT_PRECOMP_GEMM,0.0
256,256,32,4,8,3,3,0,0,1,5,int8,361,IMPLICIT_PRECOMP_GEMM,0.0
640,480,64,4,8,5,5,0,0,2,2,int8,19004,IMPLICIT_PRECOMP_GEMM,0.0
320,320,64,64,2,3,3,0,1,2,5,int8,4,IMPLICIT_PRECOMP_GEMM,0.0
40,30,32,8,64,3,3,0,0,5,5,int8,26,IMPLICIT_PRECOMP_GEMM,1.0
240,240,2,64,1,3,3,0,0,1,5,int8,4,IMPLICIT_PRECOMP_GEMM,1.0
600,480,8,2,64,5,5,0,0,2,3,int8,463,IMPLICIT_PRECOMP_GEMM,0.0
400,300,8,1,1,3,3,0,1,1,2,int8,4,IMPLICIT_PRECOMP_GEMM,0.0
160,160,1,4,16,3,3,0,1,3,3,int8,16,IMPLICIT_PRECOMP_GEMM,1.0
32,32,8,8,32,3,3,0,1,2,2,int8,26,IMPLICIT_PRECOMP_GEMM,0.0
64,64,2,64,32,5,5,1,1,3,2,int8,108,IMPLICIT_PRECOMP_GEMM,1.0
240,64,4,64,16,5,5,0,0,3,1,int8,1737,IMPLICIT_PRECOMP_GEMM,0.0
